,x,y,z,iter
0,-34.88280034333002,-272.71745545137674,504.8825,0.0
1,385.60599533456843,18.124661849811673,501.9684,1.0
2,36.49869131180458,-111.89567707106471,507.2099,2.0
3,235.13952301454265,-324.89712031465024,502.1682,3.0
4,-14.723605988547206,-416.654395416379,506.9515,4.0
5,197.11592569423374,-87.97987224906683,504.6454,5.0
6,155.52211983664893,-291.1903798105195,507.8242,6.0
7,55.154996182071045,-294.8306793188676,507.4963,7.0
8,8.700129276025109,-128.57024588156492,508.0153,8.0
9,248.85577999497764,-11.728062497451901,508.2491,9.0
10,40.12888117949478,-317.0300792539492,506.0832,10.0
11,198.8356153925415,-47.89132132008672,512.2826,11.0
12,161.42108375567477,-444.64493832644075,507.6407,12.0
13,155.15789493802004,-311.4162921877578,506.7852,13.0
14,555.1687565883622,231.68697230145335,508.9009,14.0
15,93.0896967544686,-92.74112781323493,507.9738,15.0
16,62.77951668121386,-348.9633718729019,507.3506,16.0
17,261.9975245296955,-22.3852066565305,506.2535,17.0
18,179.6229195066262,-357.9876185338944,506.8408,18.0
19,111.67396319191903,-63.59059942793101,505.7162,19.0
20,123.99259048444219,-442.1184783987701,502.8531,20.0
21,480.5610175074544,111.46090490929782,499.8405,21.0
22,94.00623216177337,-170.06285514775664,502.5275,22.0
23,95.28748640976846,-77.39456001203507,506.0632,23.0
24,164.89219215500634,-213.7028608387336,503.5143,24.0
25,21.630226290319115,-485.3915408300236,507.8853,25.0
26,305.77907598530874,-55.25898596458137,497.5788,26.0
27,84.27667995169759,-153.46912505012006,507.6742,27.0
28,249.3266218403587,26.03217786271125,505.5328,28.0
29,223.74573348346166,-503.5842539742589,505.4793,29.0
30,148.88205140200444,-212.6874287687242,504.8464,30.0
31,153.37794421054423,-396.51732778549194,507.5204,31.0
32,109.251919848728,-118.98702232353389,504.855,32.0
33,12.74990497075487,-178.95800450071692,504.7387,33.0
34,230.85913832276128,18.465585494413972,506.7849,34.0
35,117.92221959144808,-215.43861364386976,508.4621,35.0
36,160.6490852170391,-404.5782927982509,508.2169,36.0
37,430.7210787134245,59.56967968773097,504.0901,37.0
38,168.58606530097313,-169.14371788408607,507.3739,38.0
39,498.98420783143956,117.59608498774469,502.477,39.0
40,200.96649745607283,-39.3057386437431,502.6939,40.0
41,462.51212652167305,226.8869097083807,505.9688,41.0
42,-28.3713173114229,-324.2750958940014,513.2213,42.0
43,-39.356784255825914,-262.10990422964096,504.8951,43.0
44,196.3775313376682,-599.2744936319068,508.0785,44.0
45,-52.264789248700254,-227.2629709476605,506.3191,45.0
46,36.66878154443111,-224.24391749501228,503.237,46.0
47,170.1529805441387,-175.76081677526236,503.8006,47.0
48,83.61765156534966,-403.3543702410534,509.0417,48.0
49,253.0562580843689,28.77635745704174,505.5255,49.0
50,256.5215592843015,-57.88185189384967,503.8392,50.0
51,220.9436751307221,-351.1992794563994,503.4967,49.0
52,60.81286956265103,-107.94992510043085,507.0096,50.0
53,97.05786733899731,-97.67584746237844,506.9877,51.0
54,-22.124428484006785,-400.6279818350449,511.8713,52.0
55,180.9819455272518,-130.74666418135166,507.5745,53.0
56,100.359290095279,-617.2796209342778,508.6907,54.0
57,-14.723605988547206,-416.654395416379,506.9515,55.0
58,197.11592569423374,-87.97987224906683,504.6454,56.0
59,109.251919848728,-118.98702232353389,504.855,57.0
60,155.52211983664893,-291.1903798105195,507.8242,58.0
61,55.154996182071045,-294.8306793188676,507.4963,59.0
62,8.700129276025109,-128.57024588156492,508.0153,60.0
63,248.85577999497764,-11.728062497451901,508.2491,61.0
64,40.12888117949478,-317.0300792539492,506.0832,62.0
65,84.17358195909765,-522.378086890094,507.4267,63.0
66,198.8356153925415,-47.89132132008672,512.2826,64.0
67,3.205227418569848,-162.43543915450573,504.3104,65.0
68,446.5557155677816,243.1740753930062,508.3799,66.0
69,155.15789493802004,-311.4162921877578,506.7852,67.0
70,555.1687565883622,231.68697230145335,508.9009,68.0
71,93.0896967544686,-92.74112781323493,507.9738,69.0
72,62.77951668121386,-348.9633718729019,507.3506,70.0
73,5.6525446601444855,-453.9419461423531,507.8512,71.0
74,197.89153900602832,-37.17946925573051,513.6604,72.0
75,179.6229195066262,-357.9876185338944,506.8408,73.0
76,111.67396319191903,-63.59059942793101,505.7162,74.0
77,193.1186071357224,-88.6639434369281,507.7297,75.0
78,480.5610175074544,111.46090490929782,499.8405,76.0
79,94.00623216177337,-170.06285514775664,502.5275,77.0
80,95.28748640976846,-77.39456001203507,506.0632,78.0
81,164.89219215500634,-213.7028608387336,503.5143,79.0
82,548.365580564714,203.47337236907333,507.9674,80.0
83,21.630226290319115,-485.3915408300236,507.8853,81.0
84,305.77907598530874,-55.25898596458137,497.5788,82.0
85,84.27667995169759,-153.46912505012006,507.6742,83.0
86,249.3266218403587,26.03217786271125,505.5328,84.0
87,108.81446048477665,-119.09132316429168,506.9753,85.0
88,421.96024643687997,143.80061498563737,502.0653,86.0
89,223.74573348346166,-503.5842539742589,505.4793,87.0
90,229.10356298682746,-469.53848013840616,503.6567,88.0
91,172.30398290336598,-224.9587896792218,500.9024,89.0
92,148.88205140200444,-212.6874287687242,504.8464,90.0
93,262.0701182417106,-23.380734834820032,505.8509,91.0
94,153.37794421054423,-396.51732778549194,507.5204,92.0
95,12.74990497075487,-178.95800450071692,504.7387,93.0
96,230.85913832276128,18.465585494413972,506.7849,94.0
97,117.92221959144808,-215.43861364386976,508.4621,95.0
98,196.75281584705226,-88.49337041843683,505.438,96.0
99,160.6490852170391,-404.5782927982509,508.2169,97.0
100,462.51212652167305,226.8869097083807,505.9688,98.0
101,-28.3713173114229,-324.2750958940014,513.2213,99.0
102,-39.356784255825914,-262.10990422964096,504.8951,100.0
103,109.251919848728,-118.98702232353389,504.855,101.0
104,-14.723605988547206,-416.654395416379,506.9515,102.0
105,155.52211983664893,-291.1903798105195,507.8242,103.0
106,55.154996182071045,-294.8306793188676,507.4963,104.0
107,8.700129276025109,-128.57024588156492,508.0153,105.0
108,248.85577999497764,-11.728062497451901,508.2491,106.0
109,40.12888117949478,-317.0300792539492,506.0832,107.0
110,198.8356153925415,-47.89132132008672,512.2826,108.0
111,446.5557155677816,243.1740753930062,508.3799,109.0
112,555.1687565883622,231.68697230145335,508.9009,110.0
113,93.0896967544686,-92.74112781323493,507.9738,111.0
114,62.77951668121386,-348.9633718729019,507.3506,112.0
115,5.6525446601444855,-453.9419461423531,507.8512,113.0
116,197.89153900602832,-37.17946925573051,513.6604,114.0
117,480.5610175074544,111.46090490929782,499.8405,115.0
118,94.00623216177337,-170.06285514775664,502.5275,116.0
119,95.28748640976846,-77.39456001203507,506.0632,117.0
120,164.89219215500634,-213.7028608387336,503.5143,118.0
121,548.365580564714,203.47337236907333,507.9674,119.0
122,84.27667995169759,-153.46912505012006,507.6742,120.0
123,546.0797751676291,210.9425579821691,505.2838,121.0
124,421.96024643687997,143.80061498563737,502.0653,122.0
125,229.10356298682746,-469.53848013840616,503.6567,123.0
126,148.88205140200444,-212.6874287687242,504.8464,124.0
127,12.74990497075487,-178.95800450071692,504.7387,125.0
128,117.92221959144808,-215.43861364386976,508.4621,126.0
129,196.75281584705226,-88.49337041843683,505.438,127.0
130,109.89137176808435,-271.12147467024624,507.9266,128.0
131,168.58606530097313,-169.14371788408607,507.3739,129.0
132,498.98420783143956,117.59608498774469,502.477,130.0
133,200.96649745607283,-39.3057386437431,502.6939,131.0
134,462.51212652167305,226.8869097083807,505.9688,132.0
135,-28.3713173114229,-324.2750958940014,513.2213,133.0
136,-39.356784255825914,-262.10990422964096,504.8951,134.0
137,-52.264789248700254,-227.2629709476605,506.3191,135.0
138,36.66878154443111,-224.24391749501228,503.237,136.0
139,170.1529805441387,-175.76081677526236,503.8006,137.0
140,83.61765156534966,-403.3543702410534,509.0417,138.0
141,386.73975921364035,223.6241169758141,510.9277,139.0
142,556.9274535751902,235.81775263138115,508.6986,140.0
143,446.78179390507285,80.413947051391,503.2646,141.0
144,200.84827977756504,-114.2923725200817,503.1829,142.0
145,256.3002667062683,-48.7745426222682,513.8938,143.0
146,329.98437743261456,73.63439237419516,505.2426,144.0
147,203.32167822064366,-235.56978794373572,502.8532,145.0
148,29.844136702246033,-506.02064601145685,505.0702,146.0
149,193.44128613558132,-608.3577848002315,508.9711,147.0
150,456.93421301047783,236.455344340764,507.4141,148.0
151,588.2583675277419,217.0284787081182,508.0308,149.0
152,517.2890386299696,152.3465010728687,507.1923,150.0
153,199.66375971212983,7.273037764243782,511.0289,149.0
154,180.43766794900876,-140.63344988785684,503.9289,150.0
155,138.29913408553693,-163.68182308785617,508.2227,151.0
156,180.43766794900876,-140.63344988785684,503.9289,152.0
157,316.5017707416555,-136.16030037868768,501.984,153.0
158,106.28579134494066,-68.10433508548886,507.8254,154.0
159,104.31934385758359,-401.246892795898,508.216,155.0
160,-25.248731286032125,-306.31166668981314,510.5001,156.0
161,403.54569630976766,31.268569347448647,506.6213,157.0
162,2.1034400386270136,-457.4412504835054,505.541,158.0
163,-35.937025849707425,-183.61329129897058,505.4415,159.0
164,-15.086273917928338,-152.24542488250881,507.1168,160.0
165,193.124033226748,-88.47068665549159,508.1131,161.0
166,45.4907310284907,-159.8286964893341,505.879,162.0
167,129.44816664385144,-268.8983545014635,507.4357,163.0
168,467.9962253383128,-22.596699408255517,499.4909,164.0
169,140.8403522677254,-302.2195821944624,509.493,165.0
170,117.14723796746694,-642.043843046762,506.7902,166.0
171,403.8064970418345,-99.39847926609218,496.9674,167.0
172,116.2523638640996,-130.0113321300596,506.4556,168.0
173,130.53118155768607,-511.8750588996336,505.2503,169.0
174,32.911852024379186,-512.7819647202268,503.7836,170.0
175,140.32679654599633,-96.59269768279046,504.7535,171.0
176,418.17814878281206,257.83623842149973,514.1388,172.0
177,-11.427693355362862,-418.76465273462236,508.0389,173.0
178,574.3969088611193,230.25867346860468,507.9061,174.0
179,-29.171982997329906,-380.2820901321247,506.1521,175.0
180,240.65071135188919,16.427938463166356,511.9361,176.0
181,194.57162628136575,-86.77051622699946,507.6769,177.0
182,194.79736660828348,-68.38765975739807,508.1876,178.0
183,-31.629442913923413,-177.3527945401147,508.025,179.0
184,60.44310431089252,-187.27860966604203,505.0205,180.0
185,68.82116710441187,-227.96994829177856,507.4875,181.0
186,46.25594455259852,-107.36292708106339,507.183,182.0
187,442.06632180779707,173.20844842959195,504.4326,183.0
188,312.84911474899855,5.6601553512737155,505.8644,184.0
189,200.42564743827097,-15.50946836732328,513.3638,185.0
190,-41.324786708690226,-245.36917443946004,500.6002,186.0
191,-19.84475267480593,-239.0127164563164,500.8969,187.0
192,61.749976224731654,-225.54356379806995,504.0708,188.0
193,160.40285226423293,-216.26178968511522,505.7757,189.0
194,46.72322998160962,-106.79238591250032,508.0539,190.0
195,149.04455334239174,-197.6963511481881,506.3355,191.0
196,221.919426472974,-327.27824847307056,504.0798,192.0
197,175.90161370742135,-28.030906667001545,510.7963,193.0
198,-43.58976760588121,-201.4601882211864,510.0932,194.0
199,28.251975356368348,-207.95386074110866,507.2542,195.0
200,300.20137099234853,-62.74707471486181,503.0749,196.0
201,101.18268300569616,-310.96283927746117,506.5223,197.0
202,162.6061637243256,-455.33766486216336,504.8491,198.0
203,221.87337610695977,-348.3291160110384,504.9528,199.0
204,177.76956105453428,-5.104736691340804,511.404,200.0
205,162.42466097010765,-180.66495781950653,503.7083,201.0
206,205.59445598896127,-37.085287153720856,504.89,202.0
207,372.39251016639173,189.47470946982503,512.9426,203.0
208,373.4617748792516,31.582917405292392,500.2294,204.0
209,190.94901549862698,-231.41788057703525,502.7512,205.0
210,393.5656697098166,159.8727296832949,500.2678,206.0
211,302.86045142717194,-116.73866090551019,503.7161,207.0
212,-22.124428484006785,-400.6279818350449,511.8713,208.0
213,266.73433619597927,-84.5491751767695,502.6276,209.0
214,234.54357762704603,-423.10792656894773,502.6267,210.0
215,243.9300662712194,14.897896273061633,509.5577,211.0
216,52.292123245075345,-246.1239656014368,519.6986,212.0
217,77.34744393778965,-140.0325525039807,508.1246,213.0
218,108.81255402439274,-119.09710530005395,506.9929,214.0
219,477.7610876325052,222.96495345048606,505.6771,215.0
220,164.3887875431683,-278.41686261165887,503.7137,216.0
221,93.28521908342373,-90.24469051510096,507.6992,217.0
222,77.90241973707452,-446.25237218663096,507.4514,218.0
223,98.32486982375849,-610.9035926451907,509.7398,219.0
224,233.0546801231103,-400.2849454851821,502.2676,220.0
225,333.4753699208377,79.6474804226309,511.7057,221.0
226,108.54416831070557,-114.17650740686804,507.3944,222.0
227,163.3789186035283,-357.7725675459951,506.1576,223.0
228,90.0451102447696,-81.39290718454868,506.188,224.0
229,453.5614252079977,207.60893408115953,507.9136,225.0
230,-19.71774660993833,-324.28243475966156,510.8044,226.0
231,108.80178679921664,-119.11567485332489,507.0208,227.0
232,38.11639439640567,-145.60008248127997,506.5036,228.0
233,373.00668948108796,30.329639387317002,502.4348,229.0
234,94.14221278717741,-93.35748129058629,507.2203,230.0
235,234.2059357201215,22.24232117831707,511.5827,231.0
236,164.89219215500634,-213.7028608387336,503.5143,232.0
237,102.31703960022423,-71.45274791214615,506.0223,233.0
