,x,y,z
0,368.9354762262665,2.222119415178895,501.6587
1,109.3392690095352,-441.71573037374765,506.8969
2,235.58224865572993,-244.51508620660752,500.489
3,437.80563173396513,265.97982126288116,513.9626
4,297.42344079574104,-64.99588091112673,508.4376
5,443.3859252255643,-55.894909750670195,495.081
6,163.44423335103784,-242.97459169384092,502.6252
7,230.0397580449935,-236.97317911218852,500.6703
8,436.969145266572,153.63936448469758,508.0316
9,373.0465724412352,203.39030975848436,508.3025
10,364.95350549486466,2.8896225597709417,516.0343
11,444.54096984374337,147.36341163143516,500.2098
12,59.91189002827741,-333.69664202909917,505.2846
13,548.365580564714,203.47337236907333,507.9674
14,404.7815392370103,42.58932483009994,503.4033
15,68.64122333191335,-430.8652182361111,504.86
16,401.277660159627,158.8928799899295,508.4955
17,394.36629978741985,-105.9057175675407,499.2923
18,366.7791621584911,167.29710373934358,512.8435
19,351.5665309174219,107.47367722913623,507.0024
20,494.5301821657922,264.3216825174168,513.2396
21,117.12052454787772,-645.1039274279028,511.9571
22,477.7610876325052,222.96495345048606,505.6771
23,298.3119876749115,-110.48416867200285,503.9829
24,476.58849448291585,102.96427817549556,513.4787
25,495.60610514471773,263.31870427913964,506.2445
26,482.41370360984,168.64623178448528,493.4586
27,189.62882026808802,-225.30549545958638,502.5322
28,154.85001826786902,-329.4471055166796,508.44
29,374.65321572031826,30.49187278561294,502.0591
30,72.13903486146592,-571.5194615768269,504.9849
31,372.0519961877726,187.88106378074735,512.9187
32,416.5969201673288,148.78348203748465,505.0076
33,95.44588989240583,-608.7674269089475,507.8804
34,458.9233546118485,175.13167588133365,496.865
35,353.6480291445041,-134.5197304310277,500.8192
36,461.34518814703915,114.07999021280557,514.1351
37,98.1569854010595,-401.1682779826224,507.0998
38,430.18662563804537,59.00091763865203,504.0787
39,490.2587373270653,115.2867887513712,499.3217
40,441.3517600953346,167.93135960120708,503.7082
41,363.2410870054737,150.87639294750988,513.1013
42,403.3787692709593,-93.28197993617505,500.0445
43,487.80141517543234,3.7526063844561577,501.0318
44,46.39922354812734,-107.93669290374964,506.7905
45,346.4648853421677,96.44002704881132,504.9421
46,345.0091905781301,96.33950683567673,507.3047
47,426.0441053266404,62.071120757609606,501.8246
48,104.59791155077983,-524.1590960305184,507.0926
49,423.0806001351448,151.79853247385472,500.1845
50,567.2406065885443,234.5376766351983,503.2555
51,116.78768841677811,-441.05278622172773,508.4744
52,162.8631198410876,-198.41934056207538,502.9157
53,574.6979604199296,231.7976112542674,510.1167
54,329.77866688056383,-150.31141152326018,502.2761
55,368.9650410125032,159.46864731889218,509.3141
56,542.8163361761253,198.06807579007,502.4719
57,434.5332739155274,139.40341161191463,505.6576
58,436.7835245131282,-64.00046392716467,495.0166
59,407.52234636363573,-97.58533479273319,495.0723
60,384.64386951259803,226.97119546309114,508.1331
61,512.0656214128248,152.6096994644031,504.969
62,7.6882577032083645,-462.65695971343666,508.6302
63,470.76367018267047,171.5971227483824,495.1328
64,227.74794813944027,17.42391142155975,506.948
65,351.42949263809714,110.59414045698941,506.7718
66,409.24725628457963,153.19881018530577,503.9998
67,576.5334317135857,228.32477130461484,503.1025
68,53.8612194203306,-541.9966525770724,510.8166
69,86.26003782486077,-522.1325684925541,506.1306
70,517.4822376711527,251.20468419138342,510.1945
71,354.0395839463454,115.55399015918374,512.4112
72,372.25070322770625,200.57685572467744,508.3107
73,376.36823544919025,168.98315241280943,505.1579
74,443.4271606206894,171.23796313535422,505.4099
75,416.14527758560143,-87.43846415076405,496.7479
76,546.2325383849675,203.63182513974607,509.2883
77,122.32587105338462,-441.3710261005908,507.9069
78,551.7441452399362,241.02512224111706,508.0162
79,432.4389634609688,148.7655796557665,505.2015
80,525.0921329475241,252.0990249849856,504.5477
81,306.09662059519906,-122.36212193127722,503.1811
82,421.96024643687997,143.80061498563737,502.0653
83,368.2476747164037,159.11660418100655,508.6877
84,372.39251016639173,189.47470946982503,512.9426
85,87.20945220615249,-530.1050223428756,509.6518
86,393.5656697098166,159.8727296832949,500.2678
87,529.3345550841186,153.19358402397484,503.6589
88,539.8026376189664,245.8264079792425,511.7981
89,51.88617913261987,-534.3408818785101,508.9525
90,509.835468927864,30.994140268303454,497.063
91,509.4196101115085,153.10818632040173,505.1774
92,542.2953545078635,192.30361959896982,502.3016
93,547.8280516435625,201.5571501981467,507.8174
94,408.7236840117257,251.96270000562072,510.9016
95,382.7627907580463,162.64659832324833,506.3204
96,364.76653437432833,5.5780934961512685,499.9965
97,453.5614252079977,207.60893408115953,507.9136
98,393.9875052712159,-106.23652247525752,499.2573
99,422.3365739292931,-73.49706663843244,499.8376
100,219.19764448865317,-398.4880354711786,503.7292
101,548.0783546507591,210.3187544438988,508.3758
102,373.00668948108796,30.329639387317002,502.4348
103,327.3264672635123,12.225437405519187,505.5383
104,500.3430700007593,261.32875987142324,509.3097
105,386.73975921364035,223.6241169758141,510.9277
106,541.7060437658802,173.07968470454216,507.6063
107,422.7694921573857,152.48994252830744,496.596
108,530.7697184227873,249.39109493698925,512.1526
109,483.31339406745974,268.0388177204877,506.4798
110,448.2734738801373,-48.84993278235197,495.0737
111,440.1269399734447,165.1080092182383,505.3895
112,332.42921522131655,-36.46115003153682,502.0219
113,12.759651235537603,-471.9601944461465,507.1018
114,455.86313922761474,127.04576343856752,502.6568
115,556.9274535751902,235.81775263138115,508.6986
116,211.32565752905793,-494.9883301695809,508.2408
117,459.9110233458923,265.76488147024065,510.8703
118,60.113114764681086,-536.2199649447575,510.1106
119,534.1976175102172,248.5178811782971,504.5255
120,382.14407466957346,223.3105472829193,508.2335
121,530.8474380809348,207.70800875965506,505.8959
122,225.1647250673268,-502.48331300448626,506.3119
123,200.42211839766242,-496.4911296032369,504.2347
124,490.4330179065,3.111011658795178,500.3474
125,90.9595342820976,-528.9528205133975,507.5164
126,361.2541385371005,139.0663797883317,507.9672
127,443.0499841668643,178.43327564373612,505.9987
128,229.72268840519246,-477.78925489168614,503.6319
129,446.5557155677816,243.1740753930062,508.3799
130,395.7819783567684,27.199946981854737,502.1029
131,536.2859274721704,158.48624014202505,507.6903
132,573.3063289709389,232.43976195529103,510.1418
