,x,y,z,iter
0,574.6979604199296,231.7976112542674,510.1167,0.0
1,492.0965055585839,8.135354419238865,501.0797,1.0
2,331.5159120594617,-37.7718046316877,503.5999,2.0
3,490.0083893367555,75.07759132701904,499.8356,3.0
4,90.32373467308935,-85.53714210074395,508.0219,4.0
5,502.5259705694625,156.00058875232935,504.6788,5.0
6,443.28639336687047,267.6857738289982,507.4359,6.0
7,440.31001640239265,144.85251899063587,500.9399,7.0
8,36.66878154443111,-224.24391749501228,503.237,8.0
9,486.34842514328193,263.2561015356332,510.303,9.0
10,362.72242626943626,147.74569978844374,503.9056,10.0
11,327.3264672635123,12.225437405519187,505.5383,11.0
12,403.50822291418444,41.45057758688927,500.8291,12.0
13,437.7989592580125,265.98015484865755,513.965,13.0
14,340.5332770838868,-31.009485167451203,503.1552,14.0
15,220.15726669097785,-393.0642805341631,508.1257,15.0
16,117.12052454787772,-645.1039274279028,511.9571,16.0
17,532.0710345805855,152.67419252265245,507.5625,17.0
18,382.7627907580463,162.64659832324833,506.3204,18.0
19,267.66387552337255,36.30603310931474,505.4362,19.0
20,403.8399478184292,82.67120406311005,501.2206,20.0
21,498.7104039991973,10.593318272382021,500.6262,21.0
22,152.14755844685715,-498.968774959445,506.2257,22.0
23,360.0092481262982,-13.258883052505553,508.5035,23.0
24,542.893683503964,189.70732925552875,505.7322,24.0
25,367.45003016258124,168.83559674583375,509.0165,25.0
26,413.85991563415155,70.23927767854184,500.9348,26.0
27,376.34442272153683,209.21625674609095,513.525,27.0
28,374.65321572031826,30.49187278561294,502.0591,28.0
29,75.16966625885107,-218.521604180336,504.1864,29.0
30,403.3787692709593,-93.28197993617505,500.0445,30.0
31,402.43905097967945,-93.98117363452911,500.0329,31.0
32,118.05399181635585,-307.5847374042496,506.0829,32.0
33,455.30531325167976,113.68280193395913,504.0337,33.0
34,451.35497087193653,129.30513315368444,500.0298,34.0
35,91.37837595143355,-602.5649739019573,507.8552,35.0
36,378.41198737558443,21.410249542444944,501.9584,36.0
37,61.49661323975306,-558.6166246775538,505.7396,37.0
38,119.20375016273465,-644.2967634554952,508.9217,38.0
39,368.69170992739964,-129.34994470700622,495.5794,39.0
40,444.9767809890909,172.16955422982574,505.4003,40.0
41,64.14027349487878,-559.5667853262275,504.7243,41.0
42,344.8501722769579,13.961857379414141,504.6864,42.0
43,373.9042546035489,206.919636731036,508.4308,43.0
44,471.7890099196229,-17.714686152525246,499.6711,44.0
45,548.7741064025322,219.3225412387401,504.9292,45.0
46,458.9914568726672,-34.85316019691527,495.3092,46.0
47,471.4080974307144,-19.535169491544366,497.5648,47.0
48,541.2021205243655,182.60019432473928,505.6248,48.0
49,32.10431113024242,-319.7812641290948,508.8098,49.0
50,445.9172265207162,-45.63361952919513,499.7915,50.0
51,-26.595764284022152,-298.27338544279337,508.5961,49.0
52,156.40077898476738,-426.62691241223365,505.2695,50.0
53,287.91336352413055,-93.39117335435003,504.7918,51.0
54,162.8631198410876,-198.41934056207538,502.9157,52.0
55,-32.04989931953605,-364.49029784463346,505.3201,53.0
56,273.48595171421766,36.83254108764231,505.6604,54.0
57,130.827681998373,-310.5600912524387,507.4832,55.0
58,321.2237011392135,-45.05262603703886,508.6411,56.0
59,312.84911474899855,5.6601553512737155,505.8644,57.0
60,71.64913691172842,-126.39949852321297,506.5042,58.0
61,197.41332864831202,-227.651041242294,502.2387,59.0
62,211.21022583404556,-231.6239247759804,501.7119,60.0
63,221.74045406817459,-515.9312274334952,505.0381,61.0
64,352.2379845515825,-142.54177721962333,496.0925,62.0
65,155.27507551026065,-57.897419184446335,504.4953,63.0
66,17.07283380930312,-233.77287792786956,506.3224,64.0
67,328.78395276446827,74.44366905093193,506.7648,65.0
68,-40.59928923693951,-270.86861740611494,502.5541,66.0
69,24.091963423066773,-118.91129857860506,508.5795,67.0
70,444.5285429456271,176.49726077448577,509.3452,68.0
71,41.6525099275168,-375.00655803177506,505.7247,69.0
72,199.31323466286995,-115.05794959142804,503.1988,70.0
73,397.17228285886813,-103.18777997605503,499.248,71.0
74,199.37473420915194,-42.31711964774877,504.0901,72.0
